상품ID,상품명,카테고리,공급사명,공급사코드,공급사URL,매입가,판매가,마진율,재고상태,룩북상태,갱신일,룩북이미지URL,소재,세탁정보,실측사이즈,모델정보,두께감,신축성,비침,안감,핏감,원산지,제조자,제조연월,색상옵션,fit_profile,unisex_score
"PRD-W-01","여자 간절기 가을 두툼한 루즈핏 V넥 니트 가디건 레드","의류-상의","KBTco","41244409","https://www.domeggook.com/41244409","17900","31500","43.20%","판매중","생성완료","2026-08-31 11:48","https://drive.google.com/drive/folders/1oX4IYwYrL7M2wJtG7kWiT9NHA2U7LtaR","아크릴 100%","단독 손세탁 · 찬물 세탁 권장 (세탁 시 이염 주의)","FREE(~66까지): 가슴단면 65 (둘레 130) / 어깨너비 66 / 소매 43 / 밑단둘레 115 / 총장 69 (cm) - 사이즈는 재는 위치와 사람에 따라 2-3cm 차이 있을 수 있음","","","","","없음","","중국","N°1 협력업체","2023.5월이후 상시제조","레드,퍼플,블랙,블루,아이보리,핑크","OVERSIZED","75"
"PRD-W-02","가을 니트 래빗 꽈배기 가디건 네이비 간절기 캐주얼","의류-상의","lnd2023","50689558","https://www.domeggook.com/50689558","9900","17900","44.70%","판매중","생성완료","2026-08-31 11:48","https://drive.google.com/drive/folders/1ReJawaFNK_WqG8DUhfbIwYN6-AdnSb0a","폴리에스테르, 아크릴 혼방","찬물 손세탁 (중성세제) · 건조기 사용 금지","프리사이즈: 길이 48 / 가슴단면 40 / 어깨너비 34 / 소매길이 55 (단위 cm)","","","","","없음","루즈핏","중국","N°1 협력업체","2026년 1월 이후 상시제조","네이비","SLIM","45"
"PRD-W-03","여자 실크 새틴 블라우스 베이지 오피스 하객룩","의류-상의","domejjim","44559427","https://www.domeggook.com/44559427","15800","27900","43.40%","판매중","생성완료","2026-08-31 11:48","https://drive.google.com/drive/folders/1llioekNBXq4IM_fKrknAlNCzp7QRkDAr","폴리에스터 100%","드라이 클리닝 권장","F(66까지 권장): 어깨폭 37 / 가슴폭 49 / 밑단폭 49 / 소매폭 16 / 소매장 57 / 총길이 62 (cm) - 사이즈는 측정 위치/방법/개인차에 따라 ±4cm 오차 가능","키 164cm / TOPS, BOTTOMS F 사이즈 착용","얇음","없음","있음(밝은색)","없음","","중국","N°1 협력업체","N°1 협력업체","베이지","UNKNOWN","5"
"PRD-W-04","로맨틱 레이스 퍼프 블라우스 꽃무늬 크림 셔츠","의류-상의","유진스타일","55005533","https://www.domeggook.com/55005533","12800","22900","44.10%","판매중","생성완료","2026-08-31 11:48","https://drive.google.com/drive/folders/1zRLS1l98oBeRfPPjcEEmLcKxHt5oHErD","면 60%, 폴리에스터 40%","단독 손세탁 · 자연건조 권장","M: 길이 55 / 가슴 50 / 소매 45 / 추천 55~66 (cm), L: 길이 57 / 가슴 53 / 소매 47 / 추천 66~77 (cm) (±1~3cm 오차 있음)","","얇음","없음","있음","없음","","중국","N°1 협력업체","2026년 1월 이후 상시제조","크림","UNKNOWN","5"
"PRD-W-05","여성 반집업 카라 니트 버터화이트 긴팔 스웨터","의류-상의","lnd2023","61816771","https://www.domeggook.com/61816771","15900","27900","43.00%","판매중","생성완료","2026-08-31 11:48","https://drive.google.com/drive/folders/1cduQ6nYyO4zthqnj8HyQmk4YtWeH0Y1-","폴리에스터 100%","찬물 손세탁 (중성세제) · 건조기 사용 금지","프리사이즈: 총장 58 / 가슴단면 52 / 소매길이 64 (cm) — 니트 특성상 2~3cm 오차 가능","","","","","없음","","중국","N°1 협력업체","2026년 1월 이후 상시제조","버터화이트","REGULAR","35"
"PRD-W-11","여자 봄 가을 밴딩 와이드 슬랙스 통바지 와이드팬츠 코듀로이톤","의류-하의","gksdideo94","66007636","https://www.domeggook.com/66007636","15780","27900","43.40%","판매중","생성완료","2026-08-31 11:48","https://drive.google.com/drive/folders/1kdF9LnZedSrVj6npq_ces5M94H_qz-Kn","폴리에스터 100%","착용 전 선세탁 권장 · 염소계 표백제 사용 금지 · 이염 주의 — 단독 세탁 및 손세탁","M(25): 다리둘레 59, 엉덩이둘레 100, 총장 98 | L(26-27): 다리둘레 61, 엉덩이둘레 104, 총장 99 | XL(27-28): 다리둘레 62, 엉덩이둘레 108, 총장 100 | 2XL(28-29): 다리둘레 63, 엉덩이둘레 112, 총장 101 (단위 cm)","","","","","없음","","중국","N°1 협력업체","2023년 5월이후","블랙,브라운,그레이","WIDE","55"
"PRD-W-12","여자 봄 가을 밴딩 와이드 슬랙스 통바지 팬츠","의류-하의","qtdrglobal","66406340","https://www.domeggook.com/66406340","17300","29900","42.10%","판매중","생성완료","2026-08-31 11:48","https://drive.google.com/drive/folders/12h6ZG2YSqfJi2YifnG-QTJ7zODJzlOXq","폴리에스터 100%","찬물 단독 세탁 · 이염 주의","M(25): 다리둘레 59, 엉덩이둘레 100, 총장 98 | L(26-27): 다리둘레 61, 엉덩이둘레 104, 총장 99 | XL(27-28): 다리둘레 62, 엉덩이둘레 108, 총장 100 | 2XL(28-29): 다리둘레 63, 엉덩이둘레 112, 총장 101 (단위 cm)","","","","","없음","","중국","N°1 협력업체","2026년 1월 이후 상시제조","블랙,브라운,그레이","WIDE","55"
"PRD-W-13","여성 여자 하이웨스트 일자 세미 와이드핏 데님 팬츠 진청","의류-하의","미확인","63745936","https://www.domeggook.com/63745936","25000","39900","37.30%","판매중","생성완료","2026-08-31 11:48","https://drive.google.com/drive/folders/10IYoe8irPHqQCdq-6oosfVLPlgjTQQEG","면 52%, 폴리에스터 33.6%, 비스코스 14.4%","찬물 단독 세탁 · 이염 주의","1size: 허리 32cm, 힙 49cm, 허벅지 28cm, 밑단 23cm, 밑위 31cm, 총장 102cm | 2size: 허리 35cm, 힙 52cm, 허벅지 30cm, 밑단 24cm, 밑위 32cm, 총장 103cm | 3size: 허리 41cm, 힙 56cm, 허벅지 31cm, 밑단 26cm, 밑위 34cm, 총장 104cm","","보통","없음","없음","없음","","중국","N°1 협력업체","2026년 1월 이후 상시제조","블랙","WIDE","30"
"PRD-W-14","겨울 니트 골지 와이드팬츠 따뜻한 밴딩 바지 크림","의류-하의","lnd2023","62258032","https://www.domeggook.com/62258032","6980","12900","45.90%","판매중","생성완료","2026-08-31 11:48","https://drive.google.com/drive/folders/1UJFJ1r5Fbf2uCcR-kKTGRDgS5qUeMfVK","폴리에스터 100%","찬물 손세탁 (중성세제) · 건조기 사용 금지","FREE: 허리단면 32cm, 총길이 99cm (단위 cm)","","","","","없음","","중국","N°1 협력업체","2026년 1월 이후 상시제조","크림","WIDE","55"
"PRD-W-15","모네스트 클래식 니트 투피스 와이드 세트 베이지","의류-세트/셋업","lnd2023","61991827","https://www.domeggook.com/61991827","36300","59900","39.40%","판매중","생성완료","2026-08-31 11:48","https://drive.google.com/drive/folders/1eRDRpH-HV93QW1FX_LOqQx3bJhmiTiPW","폴리에스터 100%","찬물 손세탁 (중성세제) · 건조기 사용 금지","상의: 어깨단면 33cm, 가슴단면 50cm, 소매길이 54cm, 총길이 62cm | 하의: 허리단면 34cm, 총길이 103cm (FREE, 단위 cm)","","","","","없음","","중국","N°1 협력업체","2026년 1월 이후 상시제조","베이지","REGULAR","10"
"PRD-30-01","베이직 슬림 골지 하이넥 니트","의류-상의","도매꾹","62738108","https://www.domeggook.com/62738108","10400","19800","45%","판매중","대기","2026-08-31","","소재 상세는 도매 상세페이지 참조","찬물 손세탁 권장 · 건조기 사용 금지","UNKNOWN (상세 크롤 후 보강)","","","","","","","","","","블랙,네이비,베이지","",""
"PRD-30-02","페이크카라 페이크카라 남녀 터틀넥 공용 페이크카라 한국판 옥스포드 셔츠카라 가을 겨울 니트","의류-상의","도매꾹","61211417","https://www.domeggook.com/61211417","3960","7500","79%","판매중","대기","2026-08-31","","소재 상세는 도매 상세페이지 참조","찬물 손세탁 권장 · 건조기 사용 금지","UNKNOWN (상세 크롤 후 보강)","","","","","","","","","","블랙,네이비,베이지","",""
"PRD-30-03","남성 봄 가을 패션 ins 옥스포드 베이직 긴팔 셔츠 심플한 캐주얼 신상 나른함","의류-상의","도매꾹","60429479","https://www.domeggook.com/60429479","6480","12300","66%","판매중","대기","2026-08-31","","소재 상세는 도매 상세페이지 참조","드라이 클리닝 권장","UNKNOWN (상세 크롤 후 보강)","","","","","","","","","","블랙,네이비,베이지","",""
"PRD-30-05","긴팔 티셔츠 남성 이너 남성 이너 루즈핏 맨투맨","의류-상의","도매꾹","60042128","https://www.domeggook.com/60042128","6600","12500","65%","판매중","대기","2026-08-31","","소재 상세는 도매 상세페이지 참조","드라이 클리닝 권장","UNKNOWN (상세 크롤 후 보강)","","","","","","","","","","블랙,네이비,베이지","",""
"PRD-30-06","부드러운 코튼면스판 사각바지/통넓은 바지/항아리바지/통바지/와이드 팬츠/엄마바지/스판바지/에덴물산","의류-하의","도매꾹","67607666","https://www.domeggook.com/67607666","7000","13300","63%","판매중","대기","2026-08-31","","스판","기계세탁 가능 (중성세제) · 중온 다림질","UNKNOWN (상세 크롤 후 보강)","","","","","","","","","","블랙,네이비,베이지","",""
"PRD-30-07","남자울사각패턴와이드팬츠 와이드밴딩팬츠 울바지 세미와이드팬츠","의류-하의","도매꾹","66687350","https://www.domeggook.com/66687350","7000","13300","63%","판매중","대기","2026-08-31","","소재 상세는 도매 상세페이지 참조","찬물 손세탁 권장 · 건조기 사용 금지","UNKNOWN (상세 크롤 후 보강)","","","","","","","","","","블랙,네이비,베이지","",""
"PRD-30-08","밴딩 9부 팬츠 세미와이드팬츠 8부와이드팬츠","의류-하의","도매꾹","66583473","https://www.domeggook.com/66583473","6990","13300","63%","판매중","대기","2026-08-31","","소재 상세는 도매 상세페이지 참조","드라이 클리닝 권장","UNKNOWN (상세 크롤 후 보강)","","","","","","","","","","블랙,네이비,베이지","",""
"PRD-30-09","남자세미와이드팬츠 남자슬랙스팬츠 세미와이드팬츠 블랙팬츠 슬랙스팬츠 와이드팬츠 세미와이드슬랙스","의류-하의","도매꾹","43989873","https://www.domeggook.com/43989873","10100","19200","47%","판매중","대기","2026-08-31","","소재 상세는 도매 상세페이지 참조","드라이 클리닝 권장","UNKNOWN (상세 크롤 후 보강)","","","","","","","","","","블랙,네이비,베이지","",""
"PRD-30-10","셀렉온즈 와이드팬츠 남성여름바지 카고바지 카고팬츠 남자와이드팬츠 냉감바지 트랙팬츠 세미와이드팬츠","의류-하의","도매꾹","66486392","https://www.domeggook.com/66486392","10540","20000","45%","판매중","대기","2026-08-31","","소재 상세는 도매 상세페이지 참조","드라이 클리닝 권장","UNKNOWN (상세 크롤 후 보강)","","","","","","","","","","블랙,네이비,베이지","",""
"PRD-30-11","레이스 뜨개 타이 니트숄 여름 어깨 가디건 넥타이 진주포인트 숄 어부바 스카프 머플러 케이프 레이어드","의류-아우터","도매꾹","64989096","https://www.domeggook.com/64989096","9900","18800","48%","판매중","대기","2026-08-31","","소재 상세는 도매 상세페이지 참조","찬물 손세탁 권장 · 건조기 사용 금지","UNKNOWN (상세 크롤 후 보강)","","","","","","","","","","블랙,네이비,베이지","",""
"PRD-30-12","2L-CBB 1053 여자시원한포켓크롭반팔니트가디건","의류-아우터","도매꾹","36053560","https://www.domeggook.com/36053560","4800","9100","75%","판매중","대기","2026-08-31","","소재 상세는 도매 상세페이지 참조","찬물 손세탁 권장 · 건조기 사용 금지","UNKNOWN (상세 크롤 후 보강)","","","","","","","","","","블랙,네이비,베이지","",""
"PRD-30-13","래쉬가드 여 2025 신상 여름 얇은 루즈핏 망사 펀칭 블라우스 레이스 블라우스 케이프 스몰 코트","의류-아우터","도매꾹","53081593","https://www.domeggook.com/53081593","6200","11800","67%","판매중","대기","2026-08-31","","소재 상세는 도매 상세페이지 참조","드라이 클리닝 권장","UNKNOWN (상세 크롤 후 보강)","","","","","","","","","","블랙,네이비,베이지","",""
"PRD-30-14","시원한 레이어드 블랙 레이스셔츠 여성 블라우스 셔츠","의류-상의","도매꾹","59319239","https://www.domeggook.com/59319239","7000","13300","63%","판매중","대기","2026-08-31","","소재 상세는 도매 상세페이지 참조","드라이 클리닝 권장","UNKNOWN (상세 크롤 후 보강)","","","","","","","","","","블랙,네이비,베이지","",""
"PRD-30-15","레이스 페이크카라 여성 셔츠 레이스카라","의류-상의","도매꾹","61872210","https://www.domeggook.com/61872210","7200","13700","62%","판매중","대기","2026-08-31","","소재 상세는 도매 상세페이지 참조","드라이 클리닝 권장","UNKNOWN (상세 크롤 후 보강)","","","","","","","","","","블랙,네이비,베이지","",""
"PRD-30-16","여름 쿨플리츠 밴딩팬츠 까실이 여성 와이드팬츠 주름바지 데일리 홈웨어 냉감바지","의류-하의","도매꾹","66944230","https://www.domeggook.com/66944230","3300","6300","83%","판매중","대기","2026-08-31","","소재 상세는 도매 상세페이지 참조","드라이 클리닝 권장","UNKNOWN (상세 크롤 후 보강)","","","","","","","","","","블랙,네이비,베이지","",""
"PRD-30-17","하이웨스트 블랙 플리츠 미니스커트","의류-하의","도매꾹","66399558","https://www.domeggook.com/66399558","7083","13500","63%","판매중","대기","2026-08-31","","소재 상세는 도매 상세페이지 참조","드라이 클리닝 권장","UNKNOWN (상세 크롤 후 보강)","","","","","","","","","","블랙,네이비,베이지","",""
"PRD-30-18","LND (당일출고) 겨울 니트 골지 와이드팬츠 따뜻한 밴딩 트레이닝 홈웨어 바지","의류-하의","도매꾹","62258032","https://www.domeggook.com/62258032","6980","13300","63%","판매중","대기","2026-08-31","","소재 상세는 도매 상세페이지 참조","찬물 손세탁 권장 · 건조기 사용 금지","UNKNOWN (상세 크롤 후 보강)","","","","","","","","","","블랙,네이비,베이지","",""
"PRD-M-11","스틸웨어 자켓 블루종 단체복 작업복 워크웨어 비즈니스캐주얼 유니폼 출근룩 포멀 블루종자켓 워크자켓","의류-아우터","도매꾹","63341451","https://www.domeggook.com/63341451","27900","53000","47%","판매중","대기","2026-08-31","","소재 상세는 도매 상세페이지 참조","드라이 클리닝 권장","","","","","","","","","","","블랙,네이비,베이지","",""
"PRD-W-11","KSS 9957 여자핀턱주름플리츠스커트","의류-하의","도매꾹","35141079","https://www.domeggook.com/35141079","20800","39500","47%","판매중","대기","2026-08-31","","소재 상세는 도매 상세페이지 참조","드라이 클리닝 권장","","","","","","","","","","","블랙,네이비,베이지","",""
"PRD-G-21","MFNC050206 - 오버사이즈 브라운 트위드 데일리 자켓","의류-아우터","도매꾹","62050858","https://www.domeggook.com/62050858","35000","66500","47%","판매중","대기","2026-08-31","","소재 상세는 도매 상세페이지 참조","드라이 클리닝 권장","","","","","","","","","","","블랙,네이비,베이지","",""
"PRD-G-22","헤링본자켓 2025 오버사이즈 숄 재킷 스타일의 여성용 울 소재 가을겨울 신상 단기 코트","의류-아우터","도매꾹","62221175","https://www.domeggook.com/62221175","6040","11500","47%","판매중","대기","2026-08-31","","소재 상세는 도매 상세페이지 참조","찬물 손세탁 권장 · 건조기 사용 금지","","","","","","","","","","","블랙,네이비,베이지","",""
"PRD-G-23","퀼팅자켓 역시즌 다이아몬드 오버사이즈 야구 칼라 패딩 점퍼 여성용 2024년 겨울 신상","의류-아우터","도매꾹","62220969","https://www.domeggook.com/62220969","9980","19000","47%","판매중","대기","2026-08-31","","소재 상세는 도매 상세페이지 참조","찬물 손세탁 권장 · 건조기 사용 금지","","","","","","","","","","","블랙,네이비,베이지","",""
"PRD-G-24","코듀로이자켓 남자 남성용 봄가을용 루즈핏 빅사이즈 남성 의류 오버사이즈 재킷 봄가","의류-아우터","도매꾹","62220167","https://www.domeggook.com/62220167","9450","18000","48%","판매중","대기","2026-08-31","","소재 상세는 도매 상세페이지 참조","드라이 클리닝 권장","","","","","","","","","","","블랙,네이비,베이지","",""
"PRD-G-25","남성겨울자켓 신형 가을용 기모 두꺼운 오버사이즈 캐주얼 워크웨어 코듀로이 재","의류-아우터","도매꾹","62220151","https://www.domeggook.com/62220151","8090","15400","47%","판매중","대기","2026-08-31","","소재 상세는 도매 상세페이지 참조","찬물 손세탁 권장 · 건조기 사용 금지","","","","","","","","","","","블랙,네이비,베이지","",""
"PRD-G-26","남성스웨이드자켓 웨 재킷 2025 봄 한국 디자인 재킷 트렌드인 오버사이즈 건달 터틀","의류-아우터","도매꾹","62220114","https://www.domeggook.com/62220114","12600","23900","47%","판매중","대기","2026-08-31","","소재 상세는 도매 상세페이지 참조","드라이 클리닝 권장","","","","","","","","","","","블랙,네이비,베이지","",""
"PRD-G-27","여성가죽자켓 공장 직판 멋스러운 루즈핏 재킷 용 봄가을 신상 무광 블랙 오버사이즈","의류-아우터","도매꾹","62220909","https://www.domeggook.com/62220909","18240","34700","47%","판매중","대기","2026-08-31","","소재 상세는 도매 상세페이지 참조","드라이 클리닝 권장","","","","","","","","","","","블랙,네이비,베이지","",""
"PRD-G-28","자켓 남성 배색 라인 디테일 오버 사이즈 베이직 블랙","의류-아우터","도매꾹","66043792","https://www.domeggook.com/66043792","29200","55500","47%","판매중","대기","2026-08-31","","소재 상세는 도매 상세페이지 참조","드라이 클리닝 권장","","","","","","","","","","","블랙,네이비,베이지","",""
"PRD-G-29","야구점퍼 남성 오버사이즈 패치워크 자켓 코디네이션 상의","의류-아우터","도매꾹","54501735","https://www.domeggook.com/54501735","8500","16200","48%","판매중","대기","2026-08-31","","소재 상세는 도매 상세페이지 참조","드라이 클리닝 권장","","","","","","","","","","","블랙,네이비,베이지","",""
"PRD-G-30","데일리핏 카고 유니섹스 하프포켓팬츠 남녀공용 와이드 트레이닝 반바지 운동복 5부 팬츠 하프팬츠 밴딩","의류-하의","도매꾹","60078166","https://www.domeggook.com/60078166","4500","8600","48%","판매중","대기","2026-08-31","","폴리에스터 혼방","드라이 클리닝 권장","","","","","","","","","","","블랙,네이비,베이지","",""
"PRD-G-31","카고 팬츠 마운틴 풀밴딩 면팬츠 조거 캐주얼바지 유니섹스팬츠 조거팬츠","의류-하의","도매꾹","65804717","https://www.domeggook.com/65804717","9980","19000","47%","판매중","대기","2026-08-31","","면(Cotton) 혼방","기계세탁 가능 (중성세제)","","","","","","","","","","","블랙,네이비,베이지","",""
"PRD-G-32","기모카고바지 충전 방수 미국 스타일 2025 가을겨울 유니섹스 야외 등산 스키 크록","의류-하의","도매꾹","62214823","https://www.domeggook.com/62214823","7770","14800","48%","판매중","대기","2026-08-31","","폴리에스터 혼방","찬물 손세탁 권장 · 건조기 사용 금지","","","","","","","","","","","블랙,네이비,베이지","",""
"PRD-G-33","작업용 카고 윌스 바지 편안한바지 면바지 치노팬츠 여름바지 캐주얼바지","의류-하의","도매꾹","61992898","https://www.domeggook.com/61992898","13670","26000","47%","판매중","대기","2026-08-31","","면(Cotton) 혼방","기계세탁 가능 (중성세제)","","","","","","","","","","","블랙,네이비,베이지","",""
"PRD-G-34","사방스판 여름 남자 카고 조거 바지 기능성 냉감 소재 슬림핏 조거팬츠","의류-하의","도매꾹","64789104","https://www.domeggook.com/64789104","9950","18900","47%","판매중","대기","2026-08-31","","폴리에스터 혼방","드라이 클리닝 권장","","","","","","","","","","","블랙,네이비,베이지","",""
